state,up,down,right,left
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0
17,0.0,-6.350819289714362,3.1869166148689394,0.0
18,0.0,0.0,3.1837745954491106,-6.784711171741606
19,0.0,0.0,3.1849200702558904,-5.793903273296167
20,0.0,0.0,3.190311809409385,-4.927746204166309
21,0.0,3.197432209738501,-1.6320158530791304,-5.648558407468089
22,0.0,0.0,-5.783691839016289,-4.710764624622127
23,0.0,0.0,0.0,-9.417095549913723
24,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0
27,0.0,-8.64809761987993,0.0,0.0
28,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0
33,3.1917133661271775,-4.9208671343038475,0.0,0.0
34,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0
37,-5.708187596066778,3.203281156000545,0.0,0.0
38,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0
43,-5.095660126561387,-5.302813120580027,0.0,0.0
44,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0
49,3.194455531533959,-4.598404851740879,0.0,0.0
50,0.0,0.0,0.0,0.0
51,0.0,-8.904959072102745,0.0,0.0
52,0.0,0.0,0.0,0.0
53,-4.056350214649952,3.2064413159953573,0.0,0.0
54,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0
59,-3.683012530417161,-3.166431238065296,-3.930207980785893,0.0
60,0.0,0.0,-5.4497030284540635,-5.6168495673111405
61,0.0,-5.764398981900464,0.0,-4.977515869901256
62,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0
65,3.1924218754633586,-5.779552287366174,0.0,0.0
66,0.0,0.0,0.0,0.0
67,-5.977566075359149,-5.666213959524113,0.0,0.0
68,0.0,0.0,0.0,0.0
69,-6.341900321762072,3.2075874612841213,0.0,0.0
70,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0
75,-5.586397740458791,-6.119208900583447,0.0,0.0
76,0.0,0.0,0.0,0.0
77,-4.1261841728779265,-4.033470325973816,0.0,0.0
78,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0
81,3.1853082087870694,-5.44776720132367,0.0,0.0
82,0.0,0.0,0.0,0.0
83,-5.406527599854642,-4.485915097132273,0.0,0.0
84,0.0,0.0,0.0,0.0
85,-5.495458553895951,0.0,3.2082319421793666,0.0
86,0.0,0.0,3.209149236754306,-6.150785405143058
87,0.0,3.2101326574462083,0.0,-6.431734643149969
88,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0
91,-5.040437217828791,-5.808922445643936,0.0,0.0
92,0.0,0.0,0.0,0.0
93,-4.134518413994117,0.0,-4.524210103513916,0.0
94,0.0,0.0,0.0,-8.497886244311033
95,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0
97,3.1753537201974726,-5.8150661179611705,0.0,0.0
98,0.0,0.0,0.0,0.0
99,-5.198775782328802,-4.989139247720017,0.0,0.0
100,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0
103,-6.678755193880891,3.211020047043995,0.0,0.0
104,0.0,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0
106,0.0,0.0,0.0,0.0
107,-3.954663708471025,-4.089466629708361,0.0,0.0
108,0.0,0.0,0.0,0.0
109,0.0,0.0,0.0,0.0
110,0.0,0.0,0.0,0.0
111,0.0,0.0,0.0,0.0
112,0.0,0.0,0.0,0.0
113,3.1660797484968435,0.0,0.0,0.0
114,0.0,0.0,0.0,0.0
115,-4.206061287616269,-4.278088701202592,-3.651645708521087,0.0
116,0.0,0.0,-4.973399632062838,-5.905331700392888
117,0.0,0.0,-5.235137601293659,-5.6435776774441
118,0.0,0.0,-5.1571136678537455,-5.2458258696465725
119,-3.18042364590737,0.0,3.2122488390459116,-4.013115513205542
120,0.0,0.0,3.213981718761035,-3.1392181227037987
121,0.0,3.215060978105863,-1.3127096640130076,-1.9381301574937466
122,0.0,0.0,-3.4215092626771284,-2.7921988566317335
123,-3.658444008378551,0.0,-3.7985756590761675,-3.822693616122271
124,0.0,0.0,-5.301742169129518,-5.095394305943231
125,0.0,0.0,0.0,-8.64809761987993
126,0.0,0.0,0.0,0.0
127,0.0,0.0,0.0,0.0
128,0.0,0.0,0.0,0.0
129,0.0,0.0,0.0,0.0
130,0.0,0.0,0.0,0.0
131,-5.770949264583037,-5.51923213357196,0.0,0.0
132,0.0,0.0,0.0,0.0
133,0.0,0.0,0.0,0.0
134,0.0,0.0,0.0,0.0
135,0.0,0.0,0.0,0.0
136,0.0,0.0,0.0,0.0
137,-6.684802971316633,3.2132311773878803,0.0,0.0
138,0.0,0.0,0.0,0.0
139,0.0,0.0,0.0,0.0
140,0.0,0.0,0.0,0.0
141,0.0,0.0,0.0,0.0
142,0.0,0.0,0.0,0.0
143,0.0,0.0,0.0,0.0
144,0.0,0.0,0.0,0.0
145,0.0,-4.13889375280969,-4.149164278419157,0.0
146,0.0,0.0,-6.25438672647293,-6.134791771352187
147,-4.571902652343079,0.0,0.0,-5.388255867528722
148,0.0,0.0,0.0,0.0
149,0.0,3.096219517177115,-4.550213099092877,0.0
150,0.0,0.0,-4.887447498156778,3.1411126149718434
151,0.0,0.0,-5.2021093177,3.1716624455502465
152,0.0,0.0,-4.503042098110092,3.1927239890862094
153,-3.4884601495300003,-1.0188359,-1.38239,3.206260958878802
154,0.0,0.0,-3.140136811,-2.2530798946795483
155,0.0,0.0,-2.2341338110000004,-2.24001757
156,0.0,0.0,-2.319426811,-2.1300175699999997
157,0.0,-2.7653305874116514,-2.3977774711000004,-2.0318474467700005
158,0.0,0.0,0.0,-6.510503655577001
159,0.0,0.0,0.0,0.0
160,0.0,0.0,0.0,0.0
161,-4.43138372852464,-4.417807335218393,0.0,0.0
162,0.0,0.0,0.0,0.0
163,0.0,0.0,0.0,0.0
164,0.0,0.0,0.0,0.0
165,-2.426456246807713,3.0280181231599546,0.0,0.0
166,0.0,0.0,0.0,0.0
167,0.0,0.0,0.0,0.0
168,0.0,0.0,0.0,0.0
169,-2.7542494810421236,-3.45749131,0.0,0.0
170,0.0,0.0,0.0,0.0
171,0.0,0.0,0.0,0.0
172,0.0,0.0,0.0,0.0
173,-2.49623678431837,-2.7235090574810004,0.0,0.0
174,0.0,0.0,0.0,0.0
175,0.0,0.0,0.0,0.0
176,0.0,0.0,0.0,0.0
177,-8.904193139178824,0.0,0.0,0.0
178,0.0,0.0,0.0,0.0
179,0.0,2.5299809472172607,-3.9366504548096755,0.0
180,0.0,0.0,-3.87955657,2.7646670898475874
181,-3.387304035183844,0.0,0.0,2.9232739921253765
182,0.0,0.0,0.0,0.0
183,0.0,0.0,0.0,0.0
184,0.0,0.0,0.0,0.0
185,-5.6919798217,0.0,0.0,0.0
186,0.0,0.0,0.0,0.0
187,0.0,0.0,0.0,0.0
188,0.0,0.0,0.0,0.0
189,-7.161521171087711,0.0,0.0,0.0
190,0.0,0.0,0.0,0.0
191,0.0,0.0,0.0,0.0
192,0.0,0.0,0.0,0.0
193,0.0,0.0,0.0,0.0
194,0.0,0.0,0.0,0.0
195,-2.599999476461,2.18926922488493,0.0,0.0
196,0.0,0.0,0.0,0.0
197,0.0,0.0,0.0,0.0
198,0.0,0.0,0.0,0.0
199,0.0,0.0,0.0,0.0
200,0.0,0.0,0.0,0.0
201,0.0,0.0,0.0,0.0
202,0.0,0.0,0.0,0.0
203,0.0,0.0,0.0,0.0
204,0.0,0.0,0.0,0.0
205,0.0,0.0,0.0,0.0
206,0.0,0.0,0.0,0.0
207,0.0,0.0,0.0,0.0
208,0.0,0.0,0.0,0.0
209,0.0,0.0,-5.213310913,0.0
210,0.0,0.0,-2.693247637653627,-3.7414459000000004
211,-3.81026292098835,1.6999098257275125,0.0,-1.2431510000000001
212,0.0,0.0,0.0,0.0
213,0.0,0.0,0.0,0.0
214,0.0,0.0,0.0,0.0
215,0.0,0.0,0.0,0.0
216,0.0,0.0,0.0,0.0
217,0.0,0.0,0.0,0.0
218,0.0,0.0,0.0,0.0
219,0.0,0.0,0.0,0.0
220,0.0,0.0,0.0,0.0
221,0.0,0.0,0.0,0.0
222,0.0,0.0,0.0,0.0
223,0.0,0.0,0.0,0.0
224,0.0,0.0,0.0,0.0
225,0.0,0.0,0.0,0.0
226,0.0,0.0,0.0,0.0
227,-4.411959101565777,0.9999997913557703,0.0,0.0
228,0.0,0.0,0.0,0.0
229,0.0,0.0,0.0,0.0
230,0.0,0.0,0.0,0.0
231,0.0,0.0,0.0,0.0
232,0.0,0.0,0.0,0.0
233,0.0,0.0,0.0,0.0
234,0.0,0.0,0.0,0.0
235,0.0,0.0,0.0,0.0
236,0.0,0.0,0.0,0.0
237,0.0,0.0,0.0,0.0
238,0.0,0.0,0.0,0.0
239,0.0,0.0,0.0,0.0
240,0.0,0.0,0.0,0.0
241,0.0,0.0,0.0,0.0
242,0.0,0.0,0.0,0.0
243,0.0,0.0,0.0,0.0
244,0.0,0.0,0.0,0.0
245,0.0,0.0,0.0,0.0
246,0.0,0.0,0.0,0.0
247,0.0,0.0,0.0,0.0
248,0.0,0.0,0.0,0.0
249,0.0,0.0,0.0,0.0
250,0.0,0.0,0.0,0.0
251,0.0,0.0,0.0,0.0
252,0.0,0.0,0.0,0.0
253,0.0,0.0,0.0,0.0
254,0.0,0.0,0.0,0.0
255,0.0,0.0,0.0,0.0
